"Tray","Range","Plot","Rep","Entry","Spike_image_number","Anther_image_number","Awn_or_awnless","Reps_matching","Variety","Days_to_heading","Date_of_anther_sampling","Number_of_heads_for_yield_comps","Number_of_heads_for_anthers","Number_of_heads_for_spikelets","Weight_g","Number_of_seeds","Spikelets_per_image","Number_of_anthers","Area_of_anthers_per_spike","Number_of_anthers_per_spike","Area_per_anther","Area_per_spike","Thousand_kernel_weight","Kernels_per_spike","Spikelets_per_spike"
9,12,685,2,"HG18074","IMG-0763.JPG","DSC-0569.JPG",0,1,"ARGA051160-14LE31",116,121,10,4,6,16.8,495,123,78,10.94,19.5,0.561025641025641,760.56,33.9393939393939,49.5,20.5
9,10,680,2,"HG18419","IMG-0766.JPG",NA,0,0,"TX14D8237",116,NA,10,NA,6,21.6,572,100,NA,NA,NA,NA,790.3226667,37.7622377622378,57.2,16.6666666666667
9,12,688,2,"HG18011","IMG-0767.JPG","DSC-0562.JPG",1,1,"AR01008-12-2-C",117,121,10,4,6,23.3,550,101,60,6.59,15,0.439333333333333,1442.3395,42.3636363636364,55,16.8333333333333
10,8,752,2,"HG18095","IMG-0768.JPG",NA,1,1,"FL04363E-P23",NA,NA,10,NA,6,10.5,369,112,NA,NA,NA,NA,1494.730833,28.4552845528455,36.9,18.6666666666667
9,15,697,2,"HG18010","IMG-0769.JPG","DSC-0577.JPG",1,1,"AR00380-3-3",116,121,10,4,6,15.8,426,113,102,14.89,25.5,0.583921568627451,1041.428833,37.0892018779343,42.6,18.8333333333333
10,2,726,2,"HG18402","IMG-0770.JPG","DSC-0398.JPG",1,1,"TX13D5026",117,121,11,4,6,14.4,376,104,43,4.27,10.75,0.397209302325581,827.1373333,38.2978723404255,34.1818181818182,17.3333333333333
10,10,757,2,"HG18482","IMG-0771.JPG",NA,1,1,"GA06283-15LE25",NA,NA,10,NA,6,13.8,335,101,NA,NA,NA,NA,1269.565667,41.1940298507463,33.5,16.8333333333333
9,11,684,2,"HG18058","IMG-0772.JPG",NA,0,1,"AR99015-3-3",115,NA,10,NA,6,14.4,430,101,NA,NA,NA,NA,798.051,33.4883720930233,43,16.8333333333333
9,10,677,2,"HG18098","IMG-0773.JPG","DSC-0177.JPG",1,1,"FLLA09073C-19",117,119,10,4,6,26.6,590,118,195,19.18,48.75,0.393435897435897,1479.2655,45.0847457627119,59,19.6666666666667
10,9,755,2,"HG18111","IMG-0774.JPG","DSC-0419.JPG",1,1,"GA00067-8E35",116,121,10,4,6,13.9,414,105,47,5,11.75,0.425531914893617,1290.698833,33.5748792270531,41.4,17.5
10,9,756,2,"HG18191","IMG-0775.JPG",NA,1,1,"GA08535-LE29",NA,NA,10,NA,6,23.4,552,116,NA,NA,NA,NA,1578.955667,42.3913043478261,55.2,19.3333333333333
10,8,750,2,"HG18376","IMG-0776.JPG","DSC-0425.JPG",1,1,"SCLA1102G1",116,121,10,4,6,12.5,305,116,34,2.73,8.5,0.321176470588235,1131.894667,40.983606557377,30.5,19.3333333333333
9,17,705,2,"HG18062","IMG-0777.JPG","DSC-0169.JPG",1,1,"AR99093-1-1",117,119,10,4,6,20.3,517,114,164,15.3,41,0.373170731707317,1194.255833,39.2649903288201,51.7,19
10,3,732,2,"HG18453","IMG-0778.JPG","DSC-0401.JPG",1,1,"VA11W-230",117,121,10,4,6,19.5,566,120,53,1.12,13.25,0.0845283018867925,1129.169333,34.452296819788,56.6,20
9,19,713,2,"HG18513","IMG-0779.JPG",NA,1,1,"ARLW08061D-14-2",119,NA,10,NA,6,21.9,596,121,NA,NA,NA,NA,1285.9135,36.744966442953,59.6,20.1666666666667
9,10,679,2,"HG18533","IMG-0780.JPG","DSC-0106.JPG",1,0,"FLTX15D9003",115,119,10,4,6,10.9,367,96,193,22.27,48.25,0.461554404145078,1151.742167,29.700272479564,36.7,16
9,19,715,2,"HG18568","IMG-0781.JPG","DSC-0175.JPG",0,1,"NC14-20341",117,119,10,4,6,12.1,349,91,170,19.05,42.5,0.448235294117647,570.6023333,34.6704871060172,34.9,15.1666666666667
9,16,703,2,"HG18112","IMG-0782.JPG","DSC-0570.JPG",1,1,"GA001138-8E36",118,121,10,4,6,20.2,480,124,36,4.44,9,0.493333333333333,1283.496833,42.0833333333333,48,20.6666666666667
10,1,721,2,"Check","IMG-0783.JPG",NA,1,1,"AGS2055",NA,NA,10,NA,6,20.9,512,117,NA,NA,NA,NA,1133.149167,40.8203125,51.2,19.5
10,3,730,2,"HG18567","IMG-0784.JPG","DSC-0423.JPG",0,1,"NC11363-77",117,121,10,4,6,17.5,567,108,69,6.9,17.25,0.4,776.9773333,30.8641975308642,56.7,18
10,4,733,2,"HG18594","IMG-0785.JPG","DSC-0786.JPG",1,1,"TX15D9647",120,123,10,4,6,20.3,518,108,75,10.41,18.75,0.5552,1434.798333,39.1891891891892,51.8,18
10,5,739,2,"HG18549","IMG-0786.JPG","DSC-0415.JPG",1,1,"GA12390-16E45",116,121,10,4,6,18.5,441,111,38,3.39,9.5,0.356842105263158,1119.182167,41.9501133786848,44.1,18.5
9,18,710,2,"HG18394","IMG-0787.JPG","DSC-0556.JPG",1,1,"TX12D4791",118,121,10,4,6,11.9,314,104,33,3.7,8.25,0.448484848484848,960.8073333,37.8980891719745,31.4,17.3333333333333
10,4,736,2,"HG18207","IMG-0788.JPG","DSC-0792.JPG",1,1,"LA01110D-208-5-C",120,123,10,4,6,14.4,389,115,94,11.41,23.5,0.485531914893617,1470.973667,37.0179948586118,38.9,19.1666666666667
9,20,719,2,"HG18301","IMG-0789.JPG","DSC-0099.JPG",0,1,"NC07-21172",118,119,10,4,6,14.9,475,116,95,8.65,23.75,0.364210526315789,790.5273333,31.3684210526316,47.5,19.3333333333333
9,15,700,2,"HG18045","IMG-0790.JPG",NA,1,1,"AR07037-15-4",119,NA,10,NA,6,19.5,535,96,NA,NA,NA,NA,1031.3255,36.4485981308411,53.5,16
10,6,743,2,"HG18423","IMG-0791.JPG",NA,1,1,"TX14D8331",NA,NA,10,NA,6,19.9,478,119,NA,NA,NA,NA,1257.6295,41.6317991631799,47.8,19.8333333333333
10,5,740,2,"HG18075","IMG-0792.JPG","DSC-0421.JPG",1,1,"ARGA061147-23-6-2",118,121,10,4,6,15.1,476,111,16,1.63,4,0.4075,1005.6385,31.7226890756302,47.6,18.5
9,11,681,2,"HG18456","IMG-0793.JPG","DSC-0173.JPG",1,1,"VA11W-313",116,119,10,4,6,22.1,607,94,132,14.06,33,0.426060606060606,1118.326833,36.4085667215816,60.7,15.6666666666667
9,14,695,2,"HG18556","IMG-0794.JPG","DSC-0096.JPG",0,1,"LA10046C-22",115,119,10,4,6,17.1,399,101,234,20.72,58.5,0.354188034188034,742.0833333,42.8571428571429,39.9,16.8333333333333
10,6,742,2,"HG18438","IMG-0795.JPG","DSC-0219.JPG",1,0,"VA09MAS1-12-8-4",117,119,10,4,6,13.1,419,107,127,11.88,31.75,0.374173228346457,727.5496667,31.2649164677804,41.9,17.8333333333333
9,20,718,2,"HG18458","IMG-0796.JPG","DSC-0548.JPG",1,1,"VA12W-150",118,121,11,4,6,15.8,474,97,71,7.19,17.75,0.405070422535211,689.2101667,33.3333333333333,43.0909090909091,16.1666666666667
9,13,692,2,"HG18078","IMG-0797.JPG","DSC-0580.JPG",1,1,"ARGA071614-14E34",117,121,10,4,6,16.9,354,99,65,6.71,16.25,0.412923076923077,1558.446,47.7401129943503,35.4,16.5
9,19,714,2,"HG18068","IMG-0798.JPG","DSC-0093.JPG",0,1,"AR99138-7-1",115,119,10,4,6,12.4,356,92,173,11.62,43.25,0.268670520231214,560.9645,34.8314606741573,35.6,15.3333333333333
11,11,841,2,"HG18351","IMG-0799.JPG","DSC-0637.JPG",0,1,"NC13-20227",118,121,10,4,6,11.2,369,117,50,5.79,12.5,0.4632,848.1556667,30.3523035230352,36.9,19.5
10,1,723,2,"Check","IMG-0800.JPG","DSC-0204.JPG",1,1,"Jamestown",116,119,10,4,6,15.8,432,113,190,19.78,47.5,0.416421052631579,1006.034667,36.5740740740741,43.2,18.8333333333333
10,9,753,2,"HG18135","IMG-0801.JPG",NA,1,1,"GA02343-9LE5",119,NA,10,NA,6,16.6,426,120,NA,NA,NA,NA,1272.770167,38.9671361502348,42.6,20
9,11,683,2,"HG18124","IMG-0802.JPG","DSC-0172.JPG",0,1,"GA011446-9LE35",115,119,10,4,6,12.3,388,98,103,12.02,25.75,0.466796116504854,748.2193333,31.701030927835,38.8,16.3333333333333
9,19,716,2,"HG18023","IMG-0803.JPG","DSC-0553.JPG",1,1,"AR04032-2",117,121,10,4,6,14.5,341,95,50,5.96,12.5,0.4768,1283.734167,42.5219941348974,34.1,15.8333333333333
10,10,758,2,"HG18578","IMG-0804.JPG","DSC-0417.JPG",1,1,"NC14-23373",118,121,10,4,6,11.2,346,107,47,5.18,11.75,0.440851063829787,1187.404333,32.3699421965318,34.6,17.8333333333333
10,3,729,2,"HG18102","IMG-0805.JPG","DSC-0424.JPG",0,1,"FLLA09180C-31",118,121,11,4,6,15.6,428,114,57,6.83,14.25,0.479298245614035,993.6381667,36.4485981308411,38.9090909090909,19
9,17,706,2,"HG18466","IMG-0806.JPG","DSC-0575.JPG",1,1,"AGS3000",118,121,10,5,6,20.5,435,114,64,6.71,12.8,0.52421875,1347.123667,47.1264367816092,43.5,19
10,11,762,2,"HG18356","IMG-0807.JPG","DSC-0221.JPG",1,1,"NC13-21445",115,119,10,4,6,15.6,405,105,112,12.58,28,0.449285714285714,1638.9655,38.5185185185185,40.5,17.5
11,10,840,2,"HG18409","IMG-0808.JPG",NA,1,1,"TX13D5217",116,NA,11,NA,6,20.1,566,111,NA,NA,NA,NA,1077.815833,35.5123674911661,51.4545454545455,18.5
10,1,722,2,"Check","IMG-0809.JPG",NA,0,1,"SS8641",NA,NA,10,NA,6,14.8,487,118,NA,NA,NA,NA,784.842,30.3901437371663,48.7,19.6666666666667
10,7,746,2,"HG18128","IMG-0810.JPG",NA,1,1,"GA021245-9E16",117,NA,10,NA,6,16.7,515,113,NA,NA,NA,NA,963.5088333,32.4271844660194,51.5,18.8333333333333
10,4,734,2,"HG18526","IMG-0811.JPG","DSC-0418.JPG",1,1,"FLLA10197C-5",118,121,8,4,6,13.6,382,101,57,6.68,14.25,0.468771929824561,1114.837667,35.6020942408377,47.75,16.8333333333333
9,13,690,2,"HG18223","IMG-0812.JPG","DSC-0097.JPG",1,1,"LA02024E12",117,119,10,4,6,17.4,469,118,223,32.62,55.75,0.585112107623318,1618.659333,37.1002132196162,46.9,19.6666666666667
9,20,717,2,"HG18088","IMG-0813.JPG","DSC-0142.JPG",1,1,"DH11SRW070-14",117,119,11,4,6,20.6,592,113,108,12.11,27,0.448518518518518,1082.843667,34.7972972972973,53.8181818181818,18.8333333333333
10,10,759,2,"HG18125","IMG-0814.JPG","DSC-0402.JPG",1,1,"GA011493-8E18",118,121,10,4,6,14.6,361,94,11,1.24,2.75,0.450909090909091,1056.186,40.4432132963989,36.1,15.6666666666667
10,20,800,2,"HG18371","IMG-0815.JPG",NA,0,1,"SCAR99175B1",119,NA,10,NA,6,22.7,589,104,NA,NA,NA,NA,887.338,38.5398981324278,58.9,17.3333333333333
10,18,792,2,"HG18587","IMG-0816.JPG",NA,1,1,"TX15D9555",119,NA,10,NA,6,17.9,499,120,NA,NA,NA,NA,1337.658833,35.8717434869739,49.9,20
11,3,811,2,"HG18139","IMG-0817.JPG","DSC-0525.JPG",1,1,"GA031257-10E34",117,121,9,4,6,17.1,440,104,15,1.76,3.75,0.469333333333333,1149.03,38.8636363636364,48.8888888888889,17.3333333333333
10,20,797,2,"HG18205","IMG-0818.JPG",NA,1,1,"LA01110D-150",NA,NA,10,NA,6,19.3,546,114,NA,NA,NA,NA,1657.662667,35.3479853479854,54.6,19
10,17,787,2,"HG18171","IMG-0819.JPG","DSC-0413.JPG",0,1,"GA06474-EL56",117,121,10,4,6,12,364,108,60,7.3,15,0.486666666666667,779.1183333,32.967032967033,36.4,18
10,18,791,2,"HG18379","IMG-0820.JPG","DSC-0265.JPG",0,1,"SCTX98-20-J10",116,119,10,4,6,10.7,323,113,125,15.97,31.25,0.51104,702.7021667,33.1269349845201,32.3,18.8333333333333
9,4,654,2,"HG18562","IMG-0821.JPG","DSC-0105.JPG",1,1,"LA12275DH-24",116,119,NA,4,6,NA,NA,111,149,17.43,37.25,0.467919463087248,1444.153167,NA,NA,18.5
9,2,648,2,"HG18362","IMG-0822.JPG","DSC-0551.JPG",1,1,"NC8401-5",117,121,11,4,6,14.3,425,94,61,7.45,15.25,0.488524590163934,957.7195,33.6470588235294,38.6363636363636,15.6666666666667
11,1,802,2,"Check","IMG-0823.JPG","DSC-0520.JPG",0,1,"SS8641",118,121,10,4,6,14.8,445,108,36,4.28,9,0.475555555555556,593.9038333,33.2584269662921,44.5,18
9,1,644,2,"Check","IMG-0824.JPG","DSC-0163.JPG",1,1,"Hilliard",116,119,10,4,6,15.9,430,100,95,12.87,23.75,0.541894736842105,1532.600667,36.9767441860465,43,16.6666666666667
11,2,808,2,"HG18046","IMG-0825.JPG",NA,1,1,"AR07114-3-4",117,NA,10,NA,6,17,430,108,NA,NA,NA,NA,1716.0365,39.5348837209302,43,18
10,18,789,2,"HG18269","IMG-0826.JPG","DSC-0427.JPG",1,1,"LA09011UB-2",117,121,10,4,6,16,414,107,70,6.63,17.5,0.378857142857143,1481.896833,38.6473429951691,41.4,17.8333333333333
11,5,820,2,"HG18588","IMG-0827.JPG","DSC-0199.JPG",1,1,"TX15D9570",116,119,10,4,6,15.7,432,106,155,13.05,38.75,0.336774193548387,889.6415,36.3425925925926,43.2,17.6666666666667
10,20,799,2,"HG18302","IMG-0828.JPG",NA,1,1,"NC07-22432",119,NA,10,NA,6,18.8,519,104,NA,NA,NA,NA,1376.903667,36.223506743738,51.9,17.3333333333333
11,1,804,2,"Check","IMG-0829.JPG","DSC-0174.JPG",1,1,"Hilliard",116,119,11,4,6,22.3,598,112,75,8.46,18.75,0.4512,1366.349,37.2909698996655,54.3636363636364,18.6666666666667
10,19,795,2,"HG18374","IMG-0830.JPG","DSC-0831.JPG",1,1,"SCLA1030J1",120,123,10,4,6,14.8,419,108,39,4.51,9.75,0.462564102564103,1185.291833,35.3221957040573,41.9,18
10,19,796,2,"HG18509","IMG-0831.JPG",NA,1,1,"ARLA09137UC-2-4",119,NA,10,NA,6,21.2,592,106,NA,NA,NA,NA,1537.556833,35.8108108108108,59.2,17.6666666666667
10,17,785,2,"HG18327","IMG-0833.JPG","DSC-0830.JPG",0,1,"NC10-23720",120,123,10,4,6,10.7,446,107,77,9.95,19.25,0.516883116883117,706.5516667,23.9910313901345,44.6,17.8333333333333
11,3,809,2,"HG18349","IMG-0834.JPG","DSC-0519.JPG",0,1,"NC12-23573",117,121,10,4,6,17.5,494,109,52,7.15,13,0.55,722.9485,35.4251012145749,49.4,18.1666666666667
11,3,810,2,"HG18401","IMG-0835.JPG","DSC-0179.JPG",1,1,"TX12D4930",116,119,10,4,6,20.1,563,103,117,17.3,29.25,0.591452991452991,873.313,35.7015985790409,56.3,17.1666666666667
9,3,650,2,"HG18463","IMG-0836.JPG","DSC-0560.JPG",0,1,"VA14W-29",117,121,10,4,6,13.9,425,104,88,9.45,22,0.429545454545455,757.4765,32.7058823529412,42.5,17.3333333333333
10,15,779,2,"HG18012","IMG-0837.JPG","DSC-0803.JPG",1,1,"AR01039-4-1",120,123,10,4,6,14.8,475,139,151,11.85,37.75,0.313907284768212,1163.998667,31.1578947368421,47.5,23.1666666666667
10,17,786,2,"HG18027","IMG-0838.JPG","DSC-0261.JPG",1,1,"AR05055-1-1",116,119,11,4,6,18,506,111,98,12.64,24.5,0.515918367346939,1442.408333,35.5731225296443,46,18.5
10,15,780,2,"HG18081","IMG-0839.JPG","DSC-0411.JPG",1,1,"ARLA06146E-1-4",117,121,10,4,6,17.8,526,122,31,2.68,7.75,0.345806451612903,1401.861667,33.8403041825095,52.6,20.3333333333333
11,5,818,2,"HG18311","IMG-0840.JPG","DSC-0514.JPG",0,1,"NC08-23383",117,121,10,4,6,15.2,478,100,76,5.49,19,0.288947368421053,656.153,31.7991631799163,47.8,16.6666666666667
9,4,656,2,"HG18451","IMG-0841.JPG","DSC-0161.JPG",1,1,"VA11W-106",117,119,11,4,6,13.8,379,96,120,12.31,30,0.410333333333333,1299.570833,36.4116094986807,34.4545454545455,16
9,5,659,2,"HG18255","IMG-0843.JPG","DSC-0104.JPG",1,1,"LA07102CW-P3",116,119,10,4,6,11,362,104,143,17.81,35.75,0.498181818181818,1181.667333,30.3867403314917,36.2,17.3333333333333
9,6,661,2,"HG18195","IMG-0844.JPG","DSC-0103.JPG",1,1,"HILLIARD",116,119,10,4,6,14.6,436,112,177,23.6,44.25,0.533333333333333,1121.872167,33.4862385321101,43.6,18.6666666666667
11,1,801,2,"Check","IMG-0845.JPG","DSC-0524.JPG",1,1,"AGS2055",117,121,11,4,6,20.9,517,121,57,6.92,14.25,0.485614035087719,1364.638333,40.4255319148936,47,20.1666666666667
9,5,660,2,"HG18382","IMG-0846.JPG",NA,1,1,"SCTX98-5B1",NA,NA,11,NA,6,15.9,425,109,NA,NA,NA,NA,1187.906667,37.4117647058824,38.6363636363636,18.1666666666667
10,16,784,2,"HG18506","IMG-0847.JPG",NA,1,1,"AR08087-11-1",119,NA,10,NA,6,12.2,370,121,NA,NA,NA,NA,1107.676833,32.972972972973,37,20.1666666666667
9,3,651,2,"HG18388","IMG-0848.JPG","DSC-0159.JPG",1,1,"TX12D4603",116,119,10,4,6,12.3,311,88,120,15.23,30,0.507666666666667,1267.560833,39.5498392282958,31.1,14.6666666666667
9,3,652,2,"HG18084","IMG-0849.JPG",NA,1,1,"ARLA07084C-10-1",NA,NA,10,NA,6,14.6,408,111,NA,NA,NA,NA,1088.038667,35.7843137254902,40.8,18.5
10,16,782,2,"HG18491","IMG-0850.JPG","DSC-0409.JPG",1,1,"LA12275DH-122",117,121,10,4,6,9.2,284,87,40,4.02,10,0.402,1145.833333,32.3943661971831,28.4,14.5
10,12,768,2,"HG18214","IMG-0851.JPG",NA,0,0,"LA01139D-56-7-3",NA,NA,10,NA,6,16.1,508,121,NA,NA,NA,NA,895.8796667,31.6929133858268,50.8,20.1666666666667
9,4,653,2,"HG18063","IMG-0852.JPG","DSC-0158.JPG",1,1,"AR99095-10-2",117,119,10,4,6,16.3,433,94,92,10,23,0.434782608695652,1034.7415,37.6443418013857,43.3,15.6666666666667
11,6,824,2,"HG18378","IMG-0853.JPG","DSC-0521.JPG",0,1,"SCTX98-17A1",118,121,10,4,6,13.6,528,122,63,8.31,15.75,0.527619047619048,768.2995,25.7575757575758,52.8,20.3333333333333
9,1,643,2,"Check","IMG-0854.JPG","DSC-0162.JPG",1,1,"Jamestown",115,119,10,4,6,12.1,374,105,140,14.33,35,0.409428571428571,1321.881167,32.3529411764706,37.4,17.5
10,14,773,2,"HG18162","IMG-0855.JPG","DSC-0407.JPG",1,1,"GA05450-LE41",118,121,10,5,6,10.9,418,111,80,6.78,16,0.42375,1148.7885,26.0765550239234,41.8,18.5
11,4,813,2,"HG18260","IMG-0856.JPG","DSC-0523.JPG",1,1,"LA08095C-37",117,121,11,4,6,21.9,548,121,37,4.23,9.25,0.457297297297297,1439.200167,39.963503649635,49.8181818181818,20.1666666666667
10,13,772,2,"HG18146","IMG-0857.JPG","DSC-0405.JPG",1,1,"GA041229-13E55",118,121,10,4,6,10.9,373,110,72,7.54,18,0.418888888888889,1546.7265,29.2225201072386,37.3,18.3333333333333
9,4,655,2,"HG18417","IMG-0858.JPG","DSC-0160.JPG",1,1,"TX14D8142",116,119,10,4,6,13.9,358,103,155,18.87,38.75,0.486967741935484,1050.826333,38.8268156424581,35.8,17.1666666666667
11,9,835,2,"HG18543","IMG-0859.JPG","DSC-0508.JPG",1,1,"GA09241-16E23",117,121,10,4,6,19,481,117,22,2.04,5.5,0.370909090909091,1385.617333,39.5010395010395,48.1,19.5
10,12,765,2,"HG18398","IMG-0860.JPG",NA,1,1,"TX12D4896",NA,NA,10,NA,6,16.5,450,105,NA,NA,NA,NA,1292.9075,36.6666666666667,45,17.5
9,7,667,2,"HG18322","IMG-0861.JPG","DSC-0176.JPG",0,1,"NC10-22592",116,119,10,4,6,9.9,278,93,161,19.09,40.25,0.474285714285714,695.2173333,35.6115107913669,27.8,15.5
10,14,776,2,"HG18090","IMG-0862.JPG",NA,1,1,"FL01108C-K2",NA,NA,12,NA,6,14.5,481,107,NA,NA,NA,NA,1532.656333,30.1455301455301,40.0833333333333,17.8333333333333
11,6,823,2,"HG18028","IMG-0863.JPG","DSC-0512.JPG",1,1,"AR05067-1-2",118,121,11,4,6,20.6,592,108,42,4.53,10.5,0.431428571428571,1041.729333,34.7972972972973,53.8181818181818,18
11,6,821,2,"HG18168","IMG-0864.JPG","DSC-0527.JPG",0,1,"GA061349-LE31",118,121,10,4,6,21,507,118,76,9.59,19,0.504736842105263,712.631,41.4201183431953,50.7,19.6666666666667
10,14,775,2,"HG18369","IMG-0865.JPG",NA,0,1,"SCAR99103N1",119,NA,10,NA,6,15.4,568,103,NA,NA,NA,NA,640.2885,27.112676056338,56.8,17.1666666666667
10,15,778,2,"HG18036","IMG-0867.JPG","DSC-0222.JPG",1,1,"AR06012-6-3",117,119,10,4,6,21.4,506,95,105,12.85,26.25,0.48952380952381,1121.1405,42.2924901185771,50.6,15.8333333333333
9,7,668,2,"HG18577","IMG-0868.JPG","DSC-0567.JPG",0,0,"NC14-23202",117,121,11,4,6,16.8,523,122,43,5.88,10.75,0.546976744186046,714.3421667,32.1223709369025,47.5454545454545,20.3333333333333
10,13,771,2,"HG18177","IMG-0869.JPG","DSC-0404.JPG",1,1,"GA071171-EL64ES8",117,121,10,4,6,14.2,364,113,51,3.98,12.75,0.312156862745098,1230.716333,39.010989010989,36.4,18.8333333333333
9,7,666,2,"HG18079","IMG-0870.JPG","DSC-0573.JPG",1,1,"ARGE07-1380-4-2-4",117,121,10,4,6,14.4,400,108,48,7.05,12,0.5875,920.0426667,36,40,18
9,7,665,2,"HG18018","IMG-0871.JPG","DSC-0101.JPG",1,1,"AR04008-5",116,119,11,4,6,16.3,419,89,140,17.55,35,0.501428571428571,1128.178333,38.9021479713604,38.0909090909091,14.8333333333333
11,2,805,2,"HG18283","IMG-0872.JPG","DSC-0516.JPG",0,1,"NC04-22866",116,121,10,4,6,17.4,449,112,54,6.48,13.5,0.48,808.76,38.7527839643652,44.9,18.6666666666667
10,19,793,2,"HG18347","IMG-0873.JPG","DSC-0212.JPG",0,0,"NC12-21568",116,119,10,4,6,9.8,321,100,155,17.69,38.75,0.456516129032258,658.2623333,30.5295950155763,32.1,16.6666666666667
10,18,790,2,"HG18038","IMG-0874.JPG","DSC-0460.JPG",1,1,"AR06031-7-4",117,121,10,4,6,12.6,359,116,90,4.62,22.5,0.205333333333333,1464.434667,35.0974930362117,35.9,19.3333333333333
9,5,658,2,"HG18186","IMG-0875.JPG","DSC-0157.JPG",1,1,"GA081104-EL23",116,119,10,4,6,13.3,286,98,75,8.56,18.75,0.456533333333333,1572.759667,46.5034965034965,28.6,16.3333333333333
11,6,822,2,"HG18525","IMG-0876.JPG","DSC-0224.JPG",1,0,"FLLA10196C-7",117,119,10,4,6,19.8,546,124,115,11.94,28.75,0.415304347826087,1621.285333,36.2637362637363,54.6,20.6666666666667
11,8,831,2,"HG18331","IMG-0877.JPG","DSC-0189.JPG",1,1,"NC11-20369",114,119,10,4,6,15.3,490,115,143,19.69,35.75,0.550769230769231,1395.384667,31.2244897959184,49,19.1666666666667
10,12,766,2,"HG18333","IMG-0878.JPG","DSC-0259.JPG",1,1,"NC11-21307",115,119,10,4,6,14.7,479,109,98,13.45,24.5,0.548979591836735,1068.266833,30.6889352818372,47.9,18.1666666666667
11,7,827,2,"HG18582","IMG-0879.JPG","DSC-0188.JPG",1,1,"TX15D9324",116,119,11,4,6,16.7,450,102,126,14.72,31.5,0.467301587301587,935.955,37.1111111111111,40.9090909090909,17
11,4,814,2,"HG18583","IMG-0880.JPG","DSC-0147.JPG",1,1,"TX15D9377",116,119,9,4,6,15.4,447,116,112,9.56,28,0.341428571428571,1191.933833,34.4519015659955,49.6666666666667,19.3333333333333
11,10,839,2,"HG18176","IMG-0881.JPG","DSC-0807.JPG",1,1,"GA071012-14E6",120,123,9,4,6,19,499,123,115,15.71,28.75,0.546434782608696,1346.4015,38.0761523046092,55.4444444444444,20.5
11,3,812,2,"HG18515","IMG-0882.JPG",NA,1,1,"ARLW08088D-8-2",NA,NA,11,NA,6,21.9,558,114,NA,NA,NA,NA,1602.968833,39.247311827957,50.7272727272727,19
11,2,806,2,"HG18413","IMG-0883.JPG","DSC-0515.JPG",1,1,"TX13D5252",117,121,10,4,6,12.9,375,113,21,2.22,5.25,0.422857142857143,1390.695167,34.4,37.5,18.8333333333333
10,11,763,2,"HG18591","IMG-0884.JPG","DSC-0211.JPG",1,1,"TX15D9597",116,119,10,4,6,18.4,494,104,53,7.65,13.25,0.577358490566038,1031.635833,37.246963562753,49.4,17.3333333333333
11,4,815,2,"HG18473","IMG-0885.JPG","DSC-0144.JPG",0,1,"DH11SRW061-16",117,119,10,4,6,16,431,107,158,15.27,39.5,0.386582278481013,810.5185,37.122969837587,43.1,17.8333333333333
9,2,646,2,"HG18266","IMG-0886.JPG","DSC-0156.JPG",1,1,"LA08234D-18",116,119,10,4,6,13.6,343,101,84,8.9,21,0.423809523809524,1393.132667,39.6501457725947,34.3,16.8333333333333
11,7,825,2,"HG18251","IMG-0887.JPG",NA,1,1,"LA06146E-P4",NA,NA,10,NA,6,19.1,588,104,NA,NA,NA,NA,1549.784833,32.4829931972789,58.8,17.3333333333333
11,5,819,2,"HG18464","IMG-0888.JPG","DSC-0513.JPG",1,1,"PIONEER26R61",117,121,10,4,6,18.8,415,110,18,2.18,4.5,0.484444444444444,937.2311667,45.3012048192771,41.5,18.3333333333333
9,5,657,2,"HG18105","IMG-0889.JPG","DSC-0170.JPG",1,1,"FLLA09298C-48",116,119,10,4,6,16,387,109,115,10.1,28.75,0.351304347826087,1065.595667,41.343669250646,38.7,18.1666666666667
9,8,671,2,"HG18148","IMG-0890.JPG","DSC-0566.JPG",1,1,"GA041272-12E42",117,121,11,4,6,20.8,542,110,51,7.66,12.75,0.60078431372549,1137.625667,38.3763837638376,49.2727272727273,18.3333333333333
11,7,826,2,"HG18231","IMG-0891.JPG","DSC-0220.JPG",1,1,"LA03217E2",115,119,11,4,6,18.1,571,111,172,8.65,43,0.201162790697674,1612.141833,31.6987740805604,51.9090909090909,18.5
9,3,649,2,"HG18355","IMG-0892.JPG","DSC-0168.JPG",0,1,"NC13-21217",116,119,10,4,6,16,497,113,176,21.43,44,0.487045454545455,716.3273333,32.1931589537223,49.7,18.8333333333333
11,8,830,2,"HG18083","IMG-0893.JPG","DSC-0217.JPG",1,1,"ARLA07053C-14-4",114,119,10,4,6,19,491,117,85,12.16,21.25,0.572235294117647,1515.286833,38.6965376782077,49.1,19.5
9,8,670,2,"HG18178","IMG-0894.JPG","DSC-0564.JPG",0,1,"GA07144-LE16",118,121,10,4,6,15.3,521,119,89,11.13,22.25,0.500224719101124,705.8626667,29.3666026871401,52.1,19.8333333333333
11,7,828,2,"HG18270","IMG-0895.JPG",NA,1,1,"LA09048C-P7",115,NA,10,NA,6,12.7,372,110,NA,NA,NA,NA,1533.798333,34.1397849462366,37.2,18.3333333333333
11,10,837,2,"HG18393","IMG-0896.JPG","DSC-0522.JPG",1,1,"TX12D4788",117,121,10,4,6,13.4,394,107,55,6.86,13.75,0.498909090909091,1121.181,34.010152284264,39.4,17.8333333333333
