"Tray","Range","Plot","Rep","Entry","Spike_image_number","Anther_image_number","Awn_or_awnless","Reps_matching","Variety","Days_to_heading","Date_of_anther_sampling","Number_of_heads_for_yield_comps","Number_of_heads_for_anthers","Number_of_heads_for_spikelets","Weight_g","Number_of_seeds","Spikelets_per_image","Number_of_anthers","Area_of_anthers_per_spike","Number_of_anthers_per_spike","Area_per_anther","Area_per_spike","Thousand_kernel_weight","Kernels_per_spike","Spikelets_per_spike"
8,13,610,1,"HG18056","IMG-0301.JPG","DSC-0348.JPG",0,1,"AR99015-2-1",117,121,10,4,6,10.7,324,105,71,7.36,17.75,0.414647887323944,672.2741667,33.0246913580247,32.4,17.5
8,10,600,1,"HG18528","IMG-0302.JPG",NA,1,1,"FLLA10204C-6",119,NA,10,NA,6,20.8,517,120,NA,NA,NA,NA,1204.335,40.2321083172147,51.7,20
8,11,604,1,"HG18585","IMG-0303.JPG","DSC-0347.JPG",1,1,"TX15D9424",118,121,10,4,6,17.6,453,110,44,4.66,11,0.423636363636364,1214.235833,38.8520971302428,45.3,18.3333333333333
8,2,567,1,"HG18162","IMG-0304.JPG","DSC-0535.JPG",1,1,"GA05450-LE41",117,121,10,4,6,16,454,116,58,7.03,14.5,0.484827586206897,891.3421667,35.2422907488987,45.4,19.3333333333333
8,2,566,1,"HG18554","IMG-0305.JPG","DSC-0537.JPG",1,1,"LA10043C-58",117,121,10,4,6,20.6,520,95,26,2.2,6.5,0.338461538461538,882.8593333,39.6153846153846,52,15.8333333333333
8,1,564,1,"Check","IMG-0306.JPG","DSC-0182.JPG",1,1,"Hilliard",116,119,9,4,6,12.6,371,112,75,9.07,18.75,0.483733333333333,950.6418333,33.9622641509434,41.2222222222222,18.6666666666667
8,16,624,1,"HG18435","IMG-0307.JPG","DSC-0258.JPG",0,0,"VA08MAS1-188-6-4",116,119,12,4,6,17.1,410,114,129,16.47,32.25,0.510697674418605,878.3596667,41.7073170731707,34.1666666666667,19
5,9,354,1,"HG18349","IMG-0308.JPG","DSC-0769.JPG",0,1,"NC12-23573",122,123,10,4,6,14,530,116,71,10.06,17.75,0.566760563380282,691.6108333,26.4150943396226,53,19.3333333333333
8,15,619,1,"HG18087","IMG-0309.JPG","DSC-0809.JPG",0,0,"ARNC09-22402",120,123,10,4,6,22.2,538,93,44,3.72,11,0.338181818181818,660.7093333,41.2639405204461,53.8,15.5
8,16,621,1,"HG18565","IMG-0310.JPG",NA,0,1,"NC11359-25",118,NA,10,NA,6,20.5,553,120,NA,NA,NA,NA,742.9491667,37.0705244122966,55.3,20
8,3,570,1,"HG18112","IMG-0311.JPG",NA,1,1,"GA001138-8E36",121,NA,10,NA,6,15.1,456,110,NA,NA,NA,NA,1038.578833,33.1140350877193,45.6,18.3333333333333
8,14,614,1,"HG18367","IMG-0312.JPG","DSC-0805.JPG",1,1,"SCAR99050B1",120,123,10,4,6,18.9,441,104,81,9.47,20.25,0.467654320987654,885.8993333,42.8571428571429,44.1,17.3333333333333
8,16,623,1,"HG18542","IMG-0313.JPG",NA,1,1,"GA091453-16LE7",NA,NA,10,NA,6,12.5,309,108,NA,NA,NA,NA,1028.971,40.453074433657,30.9,18
8,3,569,1,"HG18592","IMG-0314.JPG",NA,1,1,"TX15D9607",121,NA,10,NA,6,13.5,484,111,NA,NA,NA,NA,881.7105,27.8925619834711,48.4,18.5
8,7,587,1,"HG18567","IMG-0315.JPG","DSC-0815.JPG",0,1,"NC11363-77",120,123,10,4,6,18.8,586,126,154,17.95,38.5,0.466233766233766,919.5066667,32.0819112627986,58.6,21
8,11,603,1,"HG18094","IMG-0316.JPG","DSC-0359.JPG",1,1,"FL03169D-58",118,121,10,4,6,24.4,622,123,82,10.15,20.5,0.495121951219512,1157.438,39.2282958199357,62.2,20.5
5,19,394,1,"HG18532","IMG-0317.JPG","DSC-0474.JPG",0,0,"FLLA11200DH-136",118,121,10,4,6,19.1,572,93,52,6.03,13,0.463846153846154,643.8665,33.3916083916084,57.2,15.5
8,15,618,1,"HG18514","IMG-0318.JPG","DSC-0531.JPG",1,1,"ARLW08079D-1-1",118,121,10,4,6,17.3,444,124,50,5.01,12.5,0.4008,1376.191,38.963963963964,44.4,20.6666666666667
8,10,599,1,"HG18566","IMG-0319.JPG","DSC-0358.JPG",0,1,"NC11360-42",118,121,10,4,6,15.6,401,104,96,13.19,24,0.549583333333333,639.4715,38.9027431421446,40.1,17.3333333333333
8,11,602,1,"HG18059","IMG-0320.JPG",NA,1,1,"AR99016-1-2",119,NA,10,NA,6,14.1,405,111,NA,NA,NA,NA,891.1675,34.8148148148148,40.5,18.5
8,11,601,1,"HG18332","IMG-0321.JPG","DSC-0820.JPG",0,1,"NC11-20553",120,123,10,4,6,16.7,549,110,164,19.49,41,0.475365853658537,712.2375,30.4189435336976,54.9,18.3333333333333
5,17,387,1,"HG18204","IMG-0322.JPG","DSC-0206.JPG",1,1,"LA01110D-100-6-4",118,119,10,4,6,12.6,312,89,113,11.32,28.25,0.40070796460177,964.6615,40.3846153846154,31.2,14.8333333333333
8,7,586,1,"HG18291","IMG-0323.JPG",NA,0,1,"NC05-24112",119,NA,10,NA,6,15.4,388,116,NA,NA,NA,NA,762.5173333,39.6907216494845,38.8,19.3333333333333
5,8,352,1,"HG18420","IMG-0324.JPG",NA,1,1,"TX14D8282",118,NA,10,NA,6,11,372,115,NA,NA,NA,NA,1178.694833,29.5698924731183,37.2,19.1666666666667
5,19,393,1,"HG18092","IMG-0325.JPG",NA,1,1,"FL02036C-K6",118,NA,10,NA,6,11.1,342,117,NA,NA,NA,NA,1261.169667,32.4561403508772,34.2,19.5
5,17,385,1,"HG18421","IMG-0326.JPG","DSC-0506.JPG",1,1,"TX14D8283",118,121,10,4,6,16.2,504,109,59,6.14,14.75,0.416271186440678,756.0251667,32.1428571428571,50.4,18.1666666666667
8,13,611,1,"HG18450","IMG-0327.JPG",NA,1,1,"VA11MAS-7520-2-3-255",118,NA,10,NA,6,17.7,447,110,NA,NA,NA,NA,1247.265167,39.5973154362416,44.7,18.3333333333333
5,18,389,1,"HG18034","IMG-0328.JPG",NA,1,1,"AR05103-7-1",122,NA,10,NA,6,11.5,341,110,NA,NA,NA,NA,1413.373167,33.7243401759531,34.1,18.3333333333333
5,19,396,1,"HG18537","IMG-0329.JPG","DSC-0213.JPG",1,1,"GA08070-16E21",119,119,10,4,6,9.6,273,103,96,10.55,24,0.439583333333333,1125.264667,35.1648351648352,27.3,17.1666666666667
8,1,561,1,"Check","IMG-0330.JPG","DSC-0804.JPG",1,1,"AGS2055",121,123,11,4,6,14,441,120,123,17.28,30.75,0.561951219512195,812.4385,31.7460317460317,40.0909090909091,20
8,3,571,1,"HG18531","IMG-0331.JPG","DSC-0533.JPG",1,1,"FLLA11116GS-6",116,121,10,4,6,13.4,393,105,62,6.38,15.5,0.411612903225806,972.4823333,34.0966921119593,39.3,17.5
8,3,572,1,"HG18414","IMG-0332.JPG",NA,1,1,"TX13D5259",NA,NA,NA,NA,6,NA,NA,116,NA,NA,NA,NA,1622.082167,NA,NA,19.3333333333333
8,6,581,1,"HG18283","IMG-0333.JPG",NA,0,1,"NC04-22866",NA,NA,10,NA,6,11.7,323,107,NA,NA,NA,NA,703.9141667,36.2229102167183,32.3,17.8333333333333
5,16,383,1,"HG18206","IMG-0334.JPG","DSC-0465.JPG",1,1,"LA01110D-181-6-B",118,121,11,4,6,11,301,104,34,3.66,8.5,0.430588235294118,926.6965,36.5448504983389,27.3636363636364,17.3333333333333
8,7,588,1,"HG18242","IMG-0335.JPG",NA,1,1,"LA05145D-118",122,NA,10,NA,6,18.7,537,124,NA,NA,NA,NA,1635.209167,34.8230912476723,53.7,20.6666666666667
5,18,392,1,"HG18547","IMG-0336.JPG",NA,1,1,"GA09656-16LE19",116,NA,11,NA,6,18.1,506,119,NA,NA,NA,NA,1149.128333,35.7707509881423,46,19.8333333333333
5,12,368,1,"HG18331","IMG-0337.JPG",NA,1,1,"NC11-20369",119,NA,10,NA,6,17.4,495,124,NA,NA,NA,NA,976.5886667,35.1515151515151,49.5,20.6666666666667
5,19,395,1,"HG18172","IMG-0338.JPG","DSC-0476.JPG",1,1,"GA06478-13E23",118,121,11,4,6,16.9,452,104,33,0.6,8.25,0.0727272727272727,903.102,37.3893805309734,41.0909090909091,17.3333333333333
5,12,365,1,"HG18580","IMG-0339.JPG",NA,1,1,"TX15D9252",119,NA,10,NA,6,17.2,455,109,NA,NA,NA,NA,1398.036333,37.8021978021978,45.5,18.1666666666667
8,5,579,1,"HG18540","IMG-0340.JPG",NA,1,1,"GA091291-16LE28",120,NA,10,NA,6,19.3,534,131,NA,NA,NA,NA,1623.812833,36.1423220973783,53.4,21.8333333333333
8,9,595,1,"HG18555","IMG-0341.JPG",NA,1,1,"LA10043C-92",119,NA,10,NA,6,17.2,548,103,NA,NA,NA,NA,1036.897167,31.3868613138686,54.8,17.1666666666667
8,14,616,1,"HG18192","IMG-0342.JPG","DSC-0530.JPG",1,1,"GA981131-7E33",118,121,10,4,6,18.7,504,112,83,9.73,20.75,0.468915662650602,1156.6095,37.1031746031746,50.4,18.6666666666667
8,9,594,1,"HG18166","IMG-0343.JPG",NA,1,1,"GA06112-13EE16",119,NA,10,NA,6,25.6,642,102,NA,NA,NA,NA,1304.71,39.8753894080997,64.2,17
8,16,622,1,"HG18246","IMG-0344.JPG","DSC-0812.JPG",1,1,"LA05145D-66",120,123,11,4,6,17,428,107,85,9.37,21.25,0.440941176470588,1034.020833,39.7196261682243,38.9090909090909,17.8333333333333
8,4,575,1,"HG18213","IMG-0346.JPG",NA,1,0,"LA01139D-116",119,NA,11,NA,6,18.3,501,130,NA,NA,NA,NA,1302.545,36.5269461077844,45.5454545454545,21.6666666666667
5,18,391,1,"HG18139","IMG-0347.JPG","DSC-0475.JPG",1,1,"GA031257-10E34",116,121,10,4,6,13.1,384,95,41,4.67,10.25,0.455609756097561,811.1333333,34.1145833333333,38.4,15.8333333333333
5,17,388,1,"HG18093","IMG-0348.JPG","DSC-0470.JPG",1,1,"FL02154C-K3",117,121,10,4,6,14.4,471,110,47,5.36,11.75,0.456170212765957,945.6645,30.5732484076433,47.1,18.3333333333333
5,14,373,1,"HG18111","IMG-0349.JPG","DSC-0226.JPG",1,1,"GA00067-8E35",118,119,10,4,6,13,419,112,73,9.92,18.25,0.543561643835616,1299.540833,31.0262529832936,41.9,18.6666666666667
5,14,375,1,"HG18325","IMG-0350.JPG",NA,0,1,"NC10-23407",119,NA,10,NA,6,16,420,107,NA,NA,NA,NA,602.2356667,38.0952380952381,42,17.8333333333333
5,13,371,1,"HG18118","IMG-0352.JPG","DSC-0759.JPG",1,1,"GA001492-7E9",121,123,10,4,6,12.1,352,90,74,7.06,18.5,0.381621621621622,779.9615,34.375,35.2,15
5,9,353,1,"HG18038","IMG-0353.JPG","DSC-0499.JPG",1,1,"AR06031-7-4",118,121,10,4,6,16.6,512,115,67,1.44,16.75,0.0859701492537313,1004.854667,32.421875,51.2,19.1666666666667
5,15,379,1,"HG18343","IMG-0354.JPG","DSC-0215.JPG",1,1,"NC12-20835",117,119,10,4,6,8.2,251,103,122,14.33,30.5,0.469836065573771,897.9016667,32.6693227091633,25.1,17.1666666666667
8,1,562,1,"Check","IMG-0355.JPG",NA,1,0,"SS8641",120,NA,10,NA,6,13,424,122,NA,NA,NA,NA,603.4323333,30.6603773584906,42.4,20.3333333333333
5,18,390,1,"HG18533","IMG-0356.JPG","DSC-0203.JPG",0,0,"FLTX15D9003",116,119,10,4,6,9.1,310,110,73,6.94,18.25,0.38027397260274,746.0668333,29.3548387096774,31,18.3333333333333
8,8,592,1,"HG18348","IMG-0357.JPG",NA,1,0,"NC12-22686",118,NA,11,NA,6,22.6,653,129,NA,NA,NA,NA,883.4895,34.6094946401225,59.3636363636364,21.5
5,14,376,1,"HG18317","IMG-0358.JPG",NA,0,1,"NC10014-9B",118,NA,9,NA,6,12.6,369,91,NA,NA,NA,NA,467.5761667,34.1463414634146,41,15.1666666666667
5,20,399,1,"HG18576","IMG-0359.JPG","DSC-0472.JPG",0,0,"NC14-22759",118,121,10,4,6,13.4,348,102,30,0.76,7.5,0.101333333333333,779.365,38.5057471264368,34.8,17
5,16,381,1,"HG18176","IMG-0360.JPG",NA,1,1,"GA071012-14E6",121,NA,10,NA,5,13.8,427,93,NA,NA,NA,NA,826.6743333,32.3185011709602,42.7,18.6
8,4,576,1,"HG18489","IMG-0361.JPG",NA,1,1,"LA09225C-33-3",120,NA,10,NA,6,12.9,444,122,NA,NA,NA,NA,1362.219667,29.0540540540541,44.4,20.3333333333333
8,2,568,1,"HG18207","IMG-0362.JPG",NA,1,1,"LA01110D-208-5-C",NA,NA,10,NA,6,9,280,96,NA,NA,NA,NA,930.3501667,32.1428571428571,28,16
5,11,362,1,"HG18572","IMG-0363.JPG","DSC-0462.JPG",0,1,"NC14-20985",118,121,10,4,6,15.2,450,105,44,4.31,11,0.391818181818182,632.3891667,33.7777777777778,45,17.5
5,20,398,1,"HG18561","IMG-0364.JPG",NA,0,1,"LA11082SB-2",119,NA,10,NA,6,10.1,276,91,NA,NA,NA,NA,573.6665,36.5942028985507,27.6,15.1666666666667
8,8,590,1,"HG18290","IMG-0365.JPG",NA,0,1,"NC05-22975",121,NA,10,NA,6,12.5,398,107,NA,NA,NA,NA,813.6505,31.4070351758794,39.8,17.8333333333333
5,9,356,1,"HG18329","IMG-0366.JPG",NA,0,1,"NC10-24889",118,NA,10,NA,6,11.6,358,113,NA,NA,NA,NA,732.0693333,32.4022346368715,35.8,18.8333333333333
8,8,589,1,"HG18255","IMG-0367.JPG",NA,1,1,"LA07102CW-P3",120,NA,10,NA,6,16.3,560,104,NA,NA,NA,NA,947.0395,29.1071428571429,56,17.3333333333333
8,5,580,1,"HG18288","IMG-0368.JPG",NA,1,1,"NC05-21937",120,NA,4,NA,6,3.8,210,110,NA,NA,NA,NA,1664.996,18.0952380952381,52.5,18.3333333333333
8,9,593,1,"HG18494","IMG-0369.JPG","DSC-0529.JPG",0,1,"NC10034-50",118,121,10,4,6,17,363,110,75,9.04,18.75,0.482133333333333,739.1411667,46.831955922865,36.3,18.3333333333333
5,16,384,1,"HG18154","IMG-0370.JPG","DSC-0784.JPG",1,1,"GA04510-11LE24",121,123,11,4,6,15.1,447,109,52,8.93,13,0.686923076923077,950.5928333,33.7807606263982,40.6363636363636,18.1666666666667
